Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Steven Duggar,28,us US,L,R,"6' 1""",187,"Nov 4, 1993",5,12,11,12,12,0,0,0,0,0,0,1,12,0,12,0,0,0,-0.1,,
Thairo Estrada,26,ve VE,R,R,"5' 10""",185,"Feb 22, 1996",4,140,129,140,139,0,0,0,102,3,37,18,1,0,19,0,7,3,1.6,,
Stuart Fairchild,26,us US,R,R,"6' 0""",205,"Mar 17, 1996",2,5,3,5,5,0,0,0,0,0,0,0,5,0,5,0,0,0,-0.1,,
Wilmer Flores,30,ve VE,R,R,"6' 2""",213,"Aug 6, 1991",10,151,132,151,121,0,0,45,61,34,0,0,0,0,0,26,18,0,0.6,"$3,500,000",
Mike Ford,29,us US,L,R,"6' 0""",225,"Jul 4, 1992",4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Jarlín García,29,do DO,L,L,"6' 3""",215,"Jan 18, 1993",6,58,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$1,725,000",
Luis González,26,mx MX,L,L,"6' 1""",185,"Sep 10, 1995",3,98,89,98,93,5,0,0,0,0,0,52,6,69,92,3,8,0,0.3,,
Sean Hjelle,25,us US,R,R,"6' 11""",228,"May 7, 1997",1st,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
Bryce Johnson,26,us US,B,R,"6' 1""",195,"Oct 27, 1995",1st,11,6,11,10,0,0,0,0,0,0,1,7,4,10,0,0,1,-0.3,,
Jakob Junis,29,us US,R,R,"6' 3""",220,"Sep 16, 1992",6,23,17,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1.6,"$1,750,000",
Andrew Knapp,30,us US,B,R,"6' 1""",189,"Nov 9, 1991",6,3,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,
Jason Krizan,33,us US,L,R,"6' 0""",185,"Jun 28, 1989",1st,3,3,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,,
Tommy La Stella,33,us US,L,R,"5' 11""",180,"Jan 31, 1989",9,60,47,60,12,0,0,3,3,6,0,0,0,0,0,43,13,0,-0.7,"$5,250,000",
Dominic Leone,30,us US,R,R,"5' 10""",215,"Oct 26, 1991",9,55,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"$2,250,000",
Zack Littell,26,us US,R,R,"6' 4""",220,"Oct 5, 1995",5,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Mauricio Llovera,26,ve VE,R,R,"5' 11""",224,"Apr 17, 1996",3,17,1,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Sam Long,26,us US,L,L,"6' 1""",185,"Jul 8, 1995",2,28,6,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Evan Longoria,36,us US,R,R,"6' 1""",213,"Oct 7, 1985",15,89,67,89,68,0,0,0,0,68,0,0,0,0,0,17,19,0,0.6,"$19,666,667",
Dixon Machado,30,ve VE,R,R,"6' 1""",190,"Feb 22, 1992",5,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.2,,
Yunior Marte,27,do DO,R,R,"6' 2""",180,"Feb 2, 1995",1st,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
Jake McGee,35,us US,L,L,"6' 4""",229,"Aug 6, 1986",13,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,"$2,500,000",
Yermín Mercedes,29,do DO,R,R,"5' 11""",245,"Feb 14, 1993",3,31,20,31,12,0,1,4,0,0,0,8,0,0,8,16,9,0,-0.1,,
Shelby Miller,31,us US,R,R,"6' 3""",225,"Oct 10, 1990",10,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Luis Ortiz,26,us US,R,R,"6' 3""",230,"Sep 22, 1995",3,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Kevin Padlo,25,us US,R,R,"6' 2""",210,"Jul 15, 1996",2,4,4,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0,-0.3,,
Michael Papierski,26,us US,B,R,"6' 3""",224,"Feb 26, 1996",1st,5,3,5,5,0,4,1,0,0,0,0,0,0,0,0,1,0,-0.2,,
Joc Pederson,30,us US,L,L,"6' 1""",220,"Apr 21, 1992",9,134,105,134,114,0,0,0,0,0,0,102,0,18,114,14,28,0,1.3,"$6,000,000",All-Star
Ford Proctor,25,us US,L,R,"6' 1""",195,"Dec 4, 1996",1st,7,6,7,7,0,1,0,6,0,0,0,0,0,0,0,1,0,-0.1,,
Heliot Ramos,22,pr PR,R,R,"6' 1""",188,"Sep 7, 1999",1st,9,7,9,8,0,0,0,0,0,0,3,0,6,8,0,1,0,-0.5,,
Carlos Rodón,29,us US,L,L,"6' 3""",245,"Dec 10, 1992",8,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,5.4,"$21,500,000",All-Star
Tyler Rogers,31,us US,R,R,"6' 3""",181,"Dec 17, 1990",4,68,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,
Darin Ruf,35,us US,R,R,"6' 2""",232,"Jul 28, 1986",8,90,66,90,62,0,0,36,0,0,0,28,0,3,30,24,23,0,-0.6,"$3,000,000",
Gregory Santos,22,do DO,R,R,"6' 2""",190,"Aug 28, 1999",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Austin Slater,29,us US,R,R,"6' 1""",204,"Dec 13, 1992",6,125,61,125,120,0,0,0,0,0,0,16,106,14,120,2,44,7,1.3,"$1,850,000",
Thomas Szapucki,26,us US,R,L,"6' 2""",210,"Jun 12, 1996",2,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,
Ka'ai Tom,28,us US,L,R,"5' 9""",185,"May 29, 1994",2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,
Andrew Vasquez,28,us US,L,L,"6' 6""",235,"Sep 14, 1993",4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
David Villar,25,us US,R,R,"6' 1""",215,"Jan 27, 1997",1st,52,47,52,42,0,0,11,6,27,0,0,0,0,0,10,3,0,1.3,,
Jason Vosler,28,us US,L,R,"6' 1""",220,"Sep 6, 1993",2,36,29,36,33,0,0,2,1,29,1,3,0,1,4,0,5,1,0,,
LaMonte Wade Jr.,28,us US,L,L,"6' 1""",205,"Jan 1, 1994",4,77,62,77,62,0,0,22,0,0,0,19,1,33,45,12,13,0,0,,
Cole Waites,24,us US,R,R,"6' 3""",180,"Jun 10, 1998",1st,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Donovan Walton,28,us US,L,R,"5' 10""",190,"May 25, 1994",4,24,20,24,24,1,0,0,14,0,12,0,0,0,0,0,1,1,-0.2,,
Logan Webb,25,us US,R,R,"6' 1""",220,"Nov 18, 1996",4,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,4.7,,
Luke Williams,25,us US,R,R,"6' 1""",186,"Aug 9, 1996",2,8,3,8,8,0,0,0,0,8,0,1,0,0,1,0,1,1,0,,
Alex Wood,31,us US,R,L,"6' 4""",215,"Jan 12, 1991",10,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"$12,500,000",
Austin Wynns,31,us US,R,R,"6' 0""",190,"Dec 10, 1990",4,66,48,65,58,2,57,0,0,0,0,0,0,0,0,5,3,1,0.3,,
Mike Yastrzemski,31,us US,L,L,"5' 10""",178,"Aug 23, 1990",4,148,126,148,144,0,0,0,0,0,0,0,93,104,144,1,16,1,1.8,"$3,700,000",
Alex Young,28,us US,L,L,"6' 3""",220,"Sep 9, 1993",4,24,1,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,
