Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Dalton Guthrie,26,us US,R,R,"5' 11""",160,"Dec 23, 1995",1st,14,6,14,13,0,0,0,1,1,0,0,0,12,12,0,2,2,0.4,,
Darick Hall,26,us US,L,R,"6' 4""",232,"Jul 25, 1995",1st,42,34,41,8,1,0,7,0,0,0,0,0,0,0,31,6,0,0.4,,
Brad Hand,32,us US,L,L,"6' 3""",224,"Mar 20, 1990",12,55,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$6,000,000",
Bryce Harper,29,us US,L,R,"6' 3""",210,"Oct 16, 1992",11,99,98,99,8,0,0,0,0,0,0,0,0,8,8,90,1,0,2.5,"$27,538,461",All-Star
Odúbel Herrera,30,ve VE,L,R,"5' 11""",205,"Dec 29, 1991",7,62,48,62,59,0,0,0,0,0,0,11,48,7,59,0,10,0,0.2,"$1,750,000",
Rhys Hoskins,29,us US,R,R,"6' 4""",245,"Mar 17, 1993",6,156,154,156,151,0,0,151,0,0,0,0,0,0,0,4,2,0,2.9,"$7,700,000",
Damon Jones,27,us US,L,L,"6' 5""",233,"Sep 30, 1994",2,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Michael Kelly,29,us US,R,R,"6' 4""",185,"Sep 6, 1992",1st,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Scott Kingery,28,us US,R,R,"5' 10""",180,"Apr 29, 1994",5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"$6,250,000",
Corey Knebel,30,us US,R,R,"6' 3""",224,"Nov 26, 1991",8,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0.6,"$10,000,000",
Brandon Marsh,24,us US,L,R,"6' 4""",215,"Dec 18, 1997",2,41,37,41,40,0,0,0,0,0,0,0,40,0,40,0,1,1,0.9,,
Nick Maton,25,us US,L,R,"6' 2""",178,"Feb 18, 1997",2,35,22,34,33,2,0,0,10,2,2,10,0,10,20,0,3,0,0.6,,
Oscar Mercado,27,co CO,R,R,"6' 2""",197,"Dec 16, 1994",4,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,
Mickey Moniak,24,us US,L,R,"6' 2""",195,"May 13, 1998",3,18,14,18,17,0,0,0,0,0,0,0,15,3,17,1,1,2,-0.6,,
Francisco Morales,22,ve VE,R,R,"6' 4""",185,"Oct 27, 1999",1st,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Yairo Munoz,27,do DO,R,R,"5' 11""",200,"Jan 23, 1995",5,29,16,29,25,0,0,0,14,8,0,1,0,2,3,0,5,2,-0.1,,
Símon Muzziotti,23,ve VE,L,L,"6' 1""",175,"Dec 27, 1998",1st,9,3,9,8,0,0,0,0,0,0,0,8,0,8,0,0,1,-0.1,,
Nick Nelson,26,us US,R,R,"6' 1""",205,"Dec 5, 1995",3,47,2,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Vinny Nittoli,31,us US,R,R,"6' 1""",210,"Nov 11, 1990",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Aaron Nola,29,us US,R,R,"6' 2""",200,"Jun 4, 1993",8,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,6,"$15,500,000",
James Norwood,28,us US,R,R,"6' 2""",215,"Dec 24, 1993",5,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Michael Plassmeyer,25,us US,L,L,"6' 2""",197,"Nov 5, 1996",1st,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Roman Quinn,29,us US,B,R,"5' 10""",175,"May 14, 1993",6,23,10,23,23,0,0,0,0,0,0,2,19,2,23,0,0,4,0,,
J.T. Realmuto,31,us US,R,R,"6' 1""",212,"Mar 18, 1991",9,139,132,139,134,0,133,3,0,0,0,0,0,0,0,3,7,0,6.5,"$23,875,000",
David Robertson,37,us US,R,R,"5' 11""",195,"Apr 9, 1985",14,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0.7,,
JoJo Romero,25,us US,L,L,"5' 11""",200,"Sep 9, 1996",3,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Bubby Rossman,30,us US,B,R,"6' 5""",220,"Jun 29, 1992",1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Cristopher Sánchez,25,do DO,L,L,"6' 1""",165,"Dec 12, 1996",2,15,3,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Donny Sands,26,us US,R,R,"6' 2""",190,"May 16, 1996",1st,3,0,3,1,0,1,0,0,0,0,0,0,0,0,1,3,0,-0.1,,
Kyle Schwarber,29,us US,L,R,"6' 0""",229,"Mar 5, 1993",8,155,153,155,139,0,0,0,0,0,0,139,0,0,139,15,2,0,2.2,"$19,000,000",All-Star
Jean Segura,32,do DO,R,R,"5' 10""",220,"Mar 17, 1990",11,98,96,98,97,0,0,0,97,0,1,0,0,0,0,0,2,0,1.8,"$14,850,000",
Edmundo Sosa,26,pa PA,R,R,"6' 0""",210,"Mar 6, 1996",4,25,14,25,21,0,0,0,0,11,8,2,0,0,2,1,4,2,0.8,,
Bryson Stott,24,us US,L,R,"6' 3""",200,"Oct 6, 1997",1st,127,118,127,125,0,0,0,47,2,83,0,0,0,0,0,6,1,1.3,,
Garrett Stubbs,29,us US,L,R,"5' 10""",170,"May 26, 1993",4,50,32,46,46,4,41,0,0,0,0,1,0,0,1,4,2,4,0.9,,
Ranger Suárez,26,ve VE,L,L,"6' 1""",217,"Aug 26, 1995",5,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,
Noah Syndergaard,29,us US,L,R,"6' 6""",242,"Aug 29, 1992",7,10,9,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,
Matt Vierling,25,us US,R,R,"6' 3""",205,"Sep 16, 1996",2,117,90,117,113,0,0,2,4,5,0,30,61,37,106,1,12,3,-0.6,,
Zack Wheeler,32,us US,L,R,"6' 4""",195,"May 30, 1990",8,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,5.1,"$26,000,000",
Bradley Zimmer,29,us US,L,R,"6' 4""",185,"Nov 27, 1992",6,9,5,9,9,0,0,0,0,0,0,0,9,0,9,0,0,1,0.3,,
