Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Bryce Elder,23,us US,R,R,"6' 2""",220,"May 19, 1999",1st,10,9,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Mike Ford,29,us US,L,R,"6' 0""",225,"Jul 4, 1992",4,5,2,5,1,1,0,0,0,0,0,0,0,0,0,2,2,0,-0.2,,
Max Fried,28,us US,L,L,"6' 4""",190,"Jan 18, 1994",6,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,5.9,"$6,850,000",All-Star
Phil Gosselin,33,us US,R,R,"6' 1""",188,"Oct 3, 1988",10,12,6,12,11,0,0,0,10,0,0,0,0,1,1,0,0,3,-0.1,"$100,000",
Vaughn Grissom,21,us US,R,R,"6' 3""",210,"Jan 5, 2001",1st,41,39,41,41,0,0,0,40,0,2,0,0,0,0,0,0,0,0.8,,
Robbie Grossman,32,us US,B,L,"6' 0""",209,"Sep 16, 1989",10,46,41,46,45,0,0,0,0,0,0,23,0,25,45,1,5,0,0.6,,
Michael Harris,21,us US,L,L,"6' 0""",195,"Mar 7, 2001",1st,114,114,114,114,0,0,0,0,0,0,0,114,0,114,0,0,0,5.3,"$700,000",
Guillermo Heredia,31,cu CU,R,L,"5' 10""",195,"Jan 31, 1991",7,74,20,74,64,0,0,0,0,0,0,35,6,23,64,6,3,10,-0.3,"$1,000,000",
Raisel Iglesias,32,cu CU,R,R,"6' 2""",190,"Jan 4, 1990",8,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,1.4,,
Jay Jackson,34,us US,R,R,"6' 1""",195,"Oct 27, 1987",4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Kenley Jansen,34,cw CW,B,R,"6' 5""",265,"Sep 30, 1987",13,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$16,000,000",
Dylan Lee,27,us US,L,L,"6' 3""",214,"Aug 1, 1994",2,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,1.3,,
Tyler Matzek,31,us US,L,L,"6' 3""",230,"Oct 19, 1990",5,42,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$1,400,000",
Collin McHugh,35,us US,R,R,"6' 2""",191,"Jun 19, 1987",10,58,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,2,"$4,000,000",
A.J. Minter,28,us US,L,L,"6' 0""",215,"Sep 2, 1993",6,75,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,1.9,"$2,200,000",
Charlie Morton,38,us US,R,R,"6' 5""",215,"Nov 12, 1983",15,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1.6,"$20,000,000",
Kyle Muller,24,us US,R,L,"6' 7""",250,"Oct 7, 1997",2,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
Sean Newcomb,29,us US,L,L,"6' 5""",255,"Jun 12, 1993",6,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$900,000",
Darren O'Day,39,us US,R,R,"6' 4""",220,"Oct 22, 1982",15,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Jake Odorizzi,32,us US,R,R,"6' 2""",190,"Mar 27, 1990",11,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Matt Olson,28,us US,L,R,"6' 5""",225,"Mar 29, 1994",7,162,161,162,162,0,0,162,0,0,0,0,0,0,0,0,0,0,3.3,"$15,000,000",
Marcell Ozuna,31,do DO,R,R,"6' 1""",225,"Nov 12, 1990",10,124,124,124,52,0,0,0,0,0,0,52,0,0,52,72,0,0,-0.8,"$16,000,000",
Manny Piña,35,ve VE,R,R,"6' 0""",222,"Jun 5, 1987",9,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$3,500,000",
Austin Riley,25,us US,R,R,"6' 3""",240,"Apr 2, 1997",4,159,158,159,159,0,0,1,0,159,0,0,0,0,0,0,1,0,6.5,"$3,950,000",All-Star
Eddie Rosario,30,pr PR,L,R,"6' 1""",180,"Sep 28, 1991",8,80,67,80,67,0,0,0,0,0,0,54,0,15,67,9,13,0,-1.6,"$9,000,000",
Will Smith,32,us US,R,L,"6' 5""",255,"Jul 10, 1989",10,41,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,"$13,000,000",
Jackson Stephens,28,us US,R,R,"6' 2""",220,"May 11, 1994",3,39,1,1,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Spencer Strider,23,us US,R,R,"6' 0""",195,"Oct 28, 1998",2,31,20,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,3.7,,
Dansby Swanson,28,us US,R,R,"6' 1""",190,"Feb 11, 1994",7,162,162,162,162,0,0,0,0,0,162,0,0,0,0,0,0,0,5.7,"$10,000,000",All-Star
Freddy Tarnok,23,us US,R,R,"6' 3""",185,"Nov 24, 1998",1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tyler Thornburg,33,us US,R,R,"5' 11""",190,"Sep 29, 1988",9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Chadwick Tromp,27,aw AW,R,R,"5' 8""",221,"Mar 21, 1995",3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,,
William Woods,23,us US,R,R,"6' 3""",190,"Dec 29, 1998",1st,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Kyle Wright,26,us US,R,R,"6' 4""",215,"Oct 2, 1995",5,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,3.6,,
Kirby Yates,35,us US,L,R,"5' 10""",205,"Mar 25, 1987",8,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$1,000,000",
Huascar Ynoa,24,do DO,R,R,"6' 2""",220,"May 28, 1998",4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Danny Young,28,us US,L,L,"6' 3""",200,"May 27, 1994",1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
