Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Robert Stephenson,29,us US,R,R,"6' 3""",205,"Feb 24, 1993",7,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Eric Stout,29,us US,L,L,"6' 3""",205,"Mar 27, 1993",2,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
Chris Stratton,31,us US,R,R,"6' 2""",205,"Aug 22, 1990",7,40,1,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$2,700,000",
Beau Sulser,28,us US,R,R,"6' 2""",195,"May 5, 1994",1st,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Jack Suwinski,23,us US,L,L,"6' 2""",215,"Jul 29, 1998",1st,106,91,106,103,0,0,0,0,0,0,56,19,38,103,1,6,3,1.1,,
Travis Swaggerty,24,us US,L,L,"5' 10""",200,"Aug 19, 1997",1st,5,3,5,4,0,0,0,0,0,0,3,1,0,4,1,1,1,-0.2,,
Zach Thompson,28,us US,R,R,"6' 7""",250,"Oct 23, 1993",2,29,22,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
Yoshi Tsutsugo,30,jp JP,L,R,"6' 1""",225,"Nov 26, 1991",3,50,49,50,35,0,0,35,0,0,0,0,0,0,0,15,1,0,-1.7,"$4,000,000",
Cole Tucker,25,us US,B,R,"6' 3""",200,"Jul 3, 1996",4,18,16,18,18,0,0,0,6,0,3,0,0,12,12,0,1,1,-0.9,,
Duane Underwood Jr.,27,us US,R,R,"6' 2""",225,"Jul 20, 1994",5,51,1,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Josh VanMeter,27,us US,L,R,"5' 11""",198,"Mar 10, 1995",4,67,51,67,60,3,1,21,39,2,0,0,0,1,1,2,14,1,-1.1,,
Cam Vieaux,28,us US,L,L,"6' 3""",200,"Dec 5, 1993",1st,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,,
Daniel Vogelbach,29,us US,L,R,"6' 0""",270,"Dec 17, 1992",7,75,65,75,5,0,0,5,0,0,0,0,0,0,0,68,10,0,0.5,"$800,000",
Bryse Wilson,24,us US,R,R,"6' 2""",267,"Dec 20, 1997",5,25,20,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,,
Miguel Yajure,24,ve VE,R,R,"6' 1""",215,"May 1, 1998",3,12,1,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-1,,
