Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Dany Jiménez,28,do DO,R,R,"6' 1""",182,"Dec 23, 1993",2,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,
James Kaprielian,28,us US,R,R,"6' 3""",225,"Mar 2, 1994",3,27,26,1,26,26,0,0,0,0,0,0,0,0,0,1,0,1,1.2,,
Tony Kemp,30,us US,L,R,"5' 6""",160,"Oct 31, 1991",7,147,130,147,140,0,0,0,89,0,0,65,0,0,65,3,15,0,1.1,"$2,250,000",
Jared Koenig,28,us US,R,L,"6' 5""",235,"Jan 24, 1994",1st,10,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Adam Kolarek,33,us US,L,L,"6' 3""",215,"Jan 14, 1989",6,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Shea Langeliers,24,us US,R,R,"6' 0""",205,"Nov 18, 1997",1st,40,38,40,17,0,17,0,0,0,0,0,0,0,0,24,0,0,0.1,,
Ramón Laureano,27,do DO,R,R,"5' 11""",203,"Jul 15, 1994",5,94,92,94,88,0,0,0,0,0,0,0,34,71,88,6,0,1,0.8,"$2,450,000",
Jacob Lemoine,28,us US,R,R,"6' 5""",220,"Nov 28, 1993",1st,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Zach Logue,26,us US,L,L,"6' 0""",165,"Apr 23, 1996",1st,14,10,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,,
Christian Lopes,29,us US,R,R,"6' 0""",211,"Oct 1, 1992",1st,4,2,4,3,0,0,0,2,0,0,1,0,1,2,1,2,0,-0.2,,
Jed Lowrie,38,us US,B,R,"6' 0""",180,"Apr 17, 1984",14,50,42,50,5,0,0,3,2,0,0,0,0,0,0,41,8,0,-1.2,"$850,000",
Vimael Machín,28,pr PR,L,R,"5' 11""",185,"Sep 25, 1993",3,73,62,73,70,0,0,0,1,68,1,0,0,0,0,1,10,0,-0.6,,
David MacKinnon,27,us US,R,R,"6' 2""",200,"Dec 15, 1994",1st,6,3,6,5,0,0,5,0,0,0,0,0,0,0,0,2,0,-0.2,,
Parker Markel,31,us US,R,R,"6' 5""",240,"Sep 15, 1990",2,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Adrián Martinez,25,mx MX,R,R,"6' 2""",215,"Dec 10, 1996",1st,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,,
Mickey McDonald,27,us US,B,R,"6' 2""",175,"Jun 2, 1995",1st,4,2,4,2,0,0,0,0,0,0,0,1,1,2,1,1,1,0,,
David McKay,27,us US,R,R,"6' 3""",205,"Mar 31, 1995",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Billy McKinney,27,us US,L,L,"6' 1""",205,"Aug 23, 1994",5,23,15,23,19,0,0,7,0,0,0,4,0,10,14,3,4,1,-0.8,"$700,000",
Sam Moll,30,us US,L,L,"5' 9""",190,"Jan 3, 1992",3,53,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,
Nate Mondou,27,us US,L,R,"5' 10""",205,"Mar 24, 1995",1st,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Frankie Montas,29,do DO,R,R,"6' 2""",255,"Mar 21, 1993",7,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,1.7,"$5,025,000",
Sean Murphy,27,us US,R,R,"6' 3""",228,"Oct 4, 1994",4,148,146,148,116,0,116,0,0,0,0,0,0,0,0,30,2,0,3.5,,
Sheldon Neuse,27,us US,R,R,"6' 0""",232,"Dec 10, 1994",3,89,75,89,79,3,0,13,23,44,2,0,0,0,0,10,8,3,-0.6,,
Adam Oller,27,us US,R,R,"6' 4""",225,"Oct 17, 1994",1st,19,14,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,-1,,
Cristian Pache,23,do DO,R,R,"6' 2""",215,"Nov 19, 1998",3,91,70,91,90,0,0,0,0,0,0,0,90,0,90,0,3,4,-0.6,,
Joel Payamps,28,do DO,R,R,"6' 2""",217,"Apr 7, 1994",4,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Chad Pinder,30,us US,R,R,"6' 2""",210,"Mar 29, 1992",7,111,89,111,96,1,0,3,1,9,0,64,0,30,91,12,20,0,-0.8,"$2,725,000",
Stephen Piscotty,31,us US,R,R,"6' 4""",211,"Jan 14, 1991",8,42,38,42,32,0,0,0,0,0,0,5,0,28,32,8,3,0,-0.8,"$7,583,334",
Austin Pruitt,32,us US,R,R,"5' 10""",185,"Aug 31, 1989",5,39,1,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
A.J. Puk,27,us US,L,L,"6' 7""",248,"Apr 25, 1995",3,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,1.1,,
Norge Ruíz,28,cu CU,R,R,"5' 10""",180,"Mar 15, 1994",1st,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
JP Sears,26,us US,R,L,"5' 11""",180,"Feb 19, 1996",1st,10,9,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Sam Selman,31,us US,R,L,"6' 2""",198,"Nov 14, 1990",4,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kevin Smith,25,us US,R,R,"6' 0""",190,"Jul 4, 1996",2,47,41,47,47,0,0,0,0,39,10,0,0,0,0,0,2,0,0.3,,
Kirby Snead,27,us US,L,L,"6' 1""",218,"Oct 7, 1994",2,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,,
Cal Stevenson,25,us US,L,L,"5' 10""",175,"Sep 12, 1996",1st,23,19,23,22,0,0,0,0,0,0,1,22,2,22,0,2,0,-0.3,,
Domingo Tapia,30,do DO,R,R,"6' 3""",263,"Aug 4, 1991",3,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
Cody Thomas,27,us US,L,R,"6' 4""",211,"Oct 8, 1994",1st,10,9,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,-0.2,,
Lou Trivino,30,us US,R,R,"6' 5""",235,"Oct 1, 1991",5,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,"$3,000,000",
Stephen Vogt,37,us US,L,R,"6' 0""",216,"Nov 1, 1984",10,70,45,70,35,0,19,17,0,0,0,0,0,0,0,29,25,0,-0.6,"$850,000",
Ken Waldichuk,24,us US,L,L,"6' 4""",220,"Jan 8, 1998",1st,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Collin Wiles,28,us US,R,R,"6' 4""",222,"May 30, 1994",1st,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
