Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
David McKay,27,us US,R,R,"6' 3""",205,"Mar 31, 1995",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Francisco Mejía,26,do DO,B,R,"5' 8""",188,"Oct 27, 1995",6,93,73,93,85,0,83,2,0,0,0,0,0,0,0,4,13,0,0.7,"$1,455,000",
Cristofer Ogando,28,do DO,R,R,"6' 3""",195,"Oct 23, 1993",1st,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Isaac Paredes,23,mx MX,R,R,"5' 11""",213,"Feb 18, 1999",3,111,88,111,109,0,0,29,43,50,1,0,0,0,0,0,16,0,2.3,,
Luis Patiño,22,co CO,R,R,"6' 1""",192,"Oct 26, 1999",3,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,,
David Peralta,34,ve VE,L,L,"6' 1""",210,"Aug 14, 1987",9,47,45,47,39,0,0,0,0,0,0,39,0,0,39,7,2,0,-0.3,,
Brett Phillips,28,us US,L,R,"6' 0""",195,"May 30, 1994",6,75,56,75,72,3,0,0,0,0,0,1,42,36,72,1,3,5,0,"$1,400,000",
René Pinto,25,ve VE,R,R,"5' 10""",195,"Nov 2, 1996",1st,25,23,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Colin Poche,28,us US,L,L,"6' 3""",225,"Jan 17, 1994",2,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Roman Quinn,29,us US,B,R,"5' 10""",175,"May 14, 1993",6,21,12,21,21,0,0,0,0,0,0,9,9,6,21,0,2,4,0,,
Brooks Raley,34,us US,L,L,"6' 3""",200,"Jun 29, 1988",5,60,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$4,250,000",
Luke Raley,27,us US,L,R,"6' 4""",235,"Sep 19, 1994",2,22,18,22,16,0,0,3,0,0,0,7,0,8,14,4,3,0,0.3,,
Harold Ramírez,27,co CO,R,R,"5' 10""",232,"Sep 6, 1994",4,120,98,120,59,0,0,32,0,0,0,5,0,24,29,52,21,0,1.2,,
Drew Rasmussen,26,us US,R,R,"6' 1""",211,"Jul 27, 1995",3,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,2.9,,
Tommy Romero,24,us US,R,R,"6' 2""",222,"Jul 8, 1997",1st,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Phoenix Sanders,27,de DE,R,R,"5' 10""",205,"Jun 5, 1995",1st,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Jose Siri,26,do DO,R,R,"6' 2""",175,"Jul 22, 1995",2,56,49,56,54,0,0,0,0,0,0,0,54,0,54,1,1,3,0.7,,
Jeffrey Springs,29,us US,L,L,"6' 3""",218,"Sep 20, 1992",5,33,25,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,3.6,"$948,000",
Ryan Thompson,30,us US,R,R,"6' 5""",210,"Jun 26, 1992",3,47,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Taylor Walls,25,us US,B,R,"5' 10""",185,"Jul 10, 1996",2,142,122,142,140,0,0,0,35,25,92,0,0,0,0,2,1,7,2.5,,
Matt Wisler,29,us US,R,R,"6' 3""",215,"Sep 12, 1992",8,39,5,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0.7,"$2,160,000",
Jimmy Yacabonis,30,us US,R,R,"6' 3""",225,"Mar 21, 1992",5,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
Ryan Yarbrough,30,us US,R,L,"6' 5""",205,"Dec 31, 1991",5,20,9,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"$3,850,000",
Mike Zunino,31,us US,R,R,"6' 2""",235,"Mar 25, 1991",10,36,34,36,35,0,35,0,0,0,0,0,0,0,0,0,2,0,-0.8,"$7,000,000",
