Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Andrew Chafin,32,us US,R,L,"6' 2""",235,"Jun 17, 1990",9,64,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$6,500,000",
José Cisnero,33,do DO,R,R,"6' 3""",258,"Apr 11, 1989",6,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,
Kody Clemens,26,us US,L,R,"6' 1""",200,"May 15, 1996",1st,57,31,56,49,7,0,13,9,17,0,9,0,0,9,7,6,9,-0.2,,
Brendon Davis,24,us US,R,R,"6' 4""",185,"Jul 28, 1997",1st,3,3,3,3,0,0,0,0,1,0,0,0,2,2,0,0,0,-0.1,,
Angel De Jesus,25,do DO,R,R,"6' 4""",200,"Feb 13, 1997",1st,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Miguel Diaz,27,do DO,R,R,"6' 0""",224,"Nov 28, 1994",5,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Alex Faedo,26,us US,R,R,"6' 5""",225,"Nov 12, 1995",1st,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Jason Foley,26,us US,R,R,"6' 4""",215,"Nov 1, 1995",2,60,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Michael Fulmer,29,us US,R,R,"6' 3""",224,"Mar 15, 1993",6,41,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$4,950,000",
Bryan Garcia,27,us US,R,R,"6' 1""",205,"Apr 19, 1995",4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,
Rony García,24,do DO,R,R,"6' 3""",200,"Dec 19, 1997",3,16,8,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Dustin Garneau,34,us US,R,R,"6' 2""",205,"Aug 13, 1987",8,8,4,8,7,0,7,0,0,0,0,0,0,0,0,0,1,0,0.1,"$1,175,000",
Riley Greene,21,us US,L,L,"6' 3""",200,"Sep 28, 2000",1st,93,93,93,93,0,0,0,0,0,0,0,93,0,93,0,0,0,1.4,,
Robbie Grossman,32,us US,B,L,"6' 0""",209,"Sep 16, 1989",10,83,76,83,79,0,0,0,0,0,0,46,0,34,79,2,5,0,0.2,"$5,000,000",
Eric Haase,29,us US,R,R,"5' 10""",210,"Dec 18, 1992",5,110,80,110,92,0,84,0,0,0,0,11,0,0,11,13,23,1,2.1,,
Derek Hill,26,us US,R,R,"6' 2""",206,"Dec 30, 1995",3,31,26,31,30,0,0,0,0,0,0,0,30,0,30,0,0,2,0.5,,
Garrett Hill,26,us US,R,R,"6' 0""",185,"Jan 16, 1996",1st,17,8,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,
Drew Hutchison,31,us US,L,R,"6' 3""",215,"Aug 22, 1990",7,28,18,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"$700,000",
Joe Jiménez,27,pr PR,R,R,"6' 3""",277,"Jan 17, 1995",6,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$1,790,000",
Ryan Kreidler,24,us US,R,R,"6' 4""",208,"Nov 12, 1997",1st,26,22,26,25,0,0,0,2,13,13,0,1,0,1,0,2,1,0.4,,
Alex Lange,26,us US,R,R,"6' 3""",202,"Oct 2, 1995",2,71,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,
Derek Law,31,us US,R,R,"6' 3""",225,"Sep 14, 1990",6,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
Josh Lester,27,us US,L,R,"6' 3""",180,"Jul 17, 1994",1st,2,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.1,,
Matt Manning,24,us US,R,R,"6' 6""",195,"Jan 28, 1998",2,13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,
Austin Meadows,27,us US,L,L,"6' 3""",225,"May 3, 1995",5,36,35,36,32,0,0,0,0,0,0,15,0,18,32,4,1,0,0.7,,
Casey Mize,25,us US,R,R,"6' 3""",212,"May 1, 1997",3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Daniel Norris,29,us US,L,L,"6' 2""",207,"Apr 25, 1993",9,14,2,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,
Wily Peralta,33,do DO,R,R,"6' 1""",261,"May 8, 1989",10,28,1,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.7,"$100,000",
Michael Pineda,33,do DO,R,R,"6' 7""",280,"Jan 18, 1989",9,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,"$5,750,000",
Victor Reyes,27,ve VE,B,R,"6' 5""",194,"Oct 5, 1994",5,92,79,92,83,0,0,0,0,0,0,19,8,63,83,4,8,3,0.1,"$1,400,000",
Eduardo Rodriguez,29,ve VE,L,L,"6' 2""",231,"Apr 7, 1993",7,17,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$14,000,000",
Elvin Rodriguez,24,do DO,R,R,"6' 3""",160,"Mar 31, 1998",1st,7,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,,
Jonathan Schoop,30,cw CW,R,R,"6' 1""",247,"Oct 16, 1991",10,131,129,131,130,0,0,2,129,0,0,0,0,0,0,1,2,0,0.1,"$7,500,000",
Zack Short,27,us US,R,R,"5' 10""",180,"May 29, 1995",2,6,3,6,5,0,0,0,2,0,4,0,0,0,0,1,0,1,-0.1,,
Tarik Skubal,25,us US,R,L,"6' 3""",240,"Nov 20, 1996",3,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,
Gregory Soto,27,do DO,L,L,"6' 1""",234,"Feb 11, 1995",4,64,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,All-Star
Spencer Torkelson,22,us US,R,R,"6' 1""",220,"Aug 26, 1999",1st,110,105,110,109,0,0,109,0,0,0,0,0,0,0,0,4,0,-1.3,,
Will Vest,27,us US,R,R,"6' 0""",180,"Jun 6, 1995",2,59,1,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Joey Wentz,24,us US,L,L,"6' 5""",220,"Oct 6, 1997",1st,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,
