Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Yainer Diaz,23,do DO,R,R,"6' 0""",195,"Sep 21, 1998",1st,6,2,6,2,0,2,0,0,0,0,0,0,0,0,3,2,0,-0.1,,
Mauricio Dubón,27,hn HN,R,R,"6' 0""",173,"Jul 19, 1994",4,83,50,83,82,0,0,0,16,0,17,9,45,3,53,0,6,2,-0.1,,
Luis Garcia,25,ve VE,R,R,"6' 1""",244,"Dec 13, 1996",3,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,1.4,,
Niko Goodrum,30,us US,B,R,"6' 3""",215,"Feb 28, 1992",6,15,11,15,14,0,0,4,10,0,0,0,0,0,0,1,1,0,-0.3,"$2,100,000",
Yuli Gurriel,38,cu CU,R,R,"6' 0""",215,"Jun 9, 1984",7,146,141,146,142,0,0,142,0,0,0,0,0,0,0,3,3,0,-0.3,"$8,000,000",
David Hensley,26,us US,R,R,"6' 6""",190,"Mar 28, 1996",1st,16,7,16,10,0,0,0,5,3,2,1,0,0,1,6,3,0,0.3,,
Cristian Javier,25,do DO,R,R,"6' 1""",213,"Mar 26, 1997",3,30,25,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,3.7,,
Taylor Jones,28,us US,R,R,"6' 7""",230,"Dec 6, 1993",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Korey Lee,23,us US,R,R,"6' 2""",210,"Jul 25, 1998",1st,12,7,12,12,0,12,0,0,0,0,0,0,0,0,0,4,1,-0.5,,
Martín Maldonado,35,pr PR,R,R,"6' 0""",230,"Aug 16, 1986",12,113,110,113,113,0,113,0,0,0,0,0,0,0,0,0,0,0,0.3,"$5,000,000",
Trey Mancini,30,us US,R,R,"6' 3""",230,"Mar 18, 1992",6,51,45,51,28,0,0,10,0,0,0,17,0,1,18,20,5,0,-0.5,,
Seth Martinez,27,us US,R,R,"6' 2""",200,"Aug 29, 1994",2,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,
J.J. Matijevic,26,us US,L,R,"6' 0""",206,"Nov 14, 1995",1st,32,14,32,11,0,0,10,0,0,0,1,0,0,1,12,16,0,-0.1,,
Phil Maton,29,us US,R,R,"6' 2""",206,"Mar 25, 1993",6,67,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$1,550,000",
Chas McCormick,27,us US,R,L,"6' 0""",208,"Apr 19, 1995",2,119,99,119,117,0,0,0,0,0,0,64,60,17,117,1,2,1,1.3,,
Lance McCullers Jr.,28,us US,L,R,"6' 1""",202,"Oct 2, 1993",7,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1.4,"$15,950,000",
Jake Meyers,26,us US,R,L,"6' 0""",200,"Jun 18, 1996",2,52,44,52,51,0,0,0,0,0,0,0,51,0,51,1,2,1,0.5,,
Rafael Montero,31,do DO,R,R,"6' 0""",190,"Oct 17, 1990",8,71,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,1.3,"$2,725,000",
Parker Mushinski,26,us US,L,L,"6' 0""",218,"Nov 22, 1995",1st,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Héctor Neris,33,do DO,R,R,"6' 2""",227,"Jun 14, 1989",9,70,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"$8,000,000",
Jake Odorizzi,32,us US,R,R,"6' 2""",190,"Mar 27, 1990",11,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$8,000,000",
Enoli Paredes,26,do DO,R,R,"5' 11""",171,"Sep 28, 1995",3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jeremy Peña,24,do DO,R,R,"6' 0""",202,"Sep 22, 1997",1st,136,132,136,134,0,0,0,0,0,134,0,0,0,0,0,2,1,4.8,,
Joe Perez,22,us US,R,R,"6' 2""",198,"Aug 12, 1999",1st,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,
Ryan Pressly,33,us US,R,R,"6' 2""",206,"Dec 15, 1988",10,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$10,000,000",
Jose Siri,26,do DO,R,R,"6' 2""",175,"Jul 22, 1995",2,48,39,48,46,0,0,0,0,0,0,2,41,3,46,1,0,3,0.7,,
Will Smith,32,us US,R,L,"6' 5""",255,"Jul 10, 1989",10,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Ryne Stanek,30,us US,R,R,"6' 4""",226,"Jul 26, 1991",6,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,2.2,"$2,100,000",
Blake Taylor,26,us US,L,L,"6' 3""",220,"Aug 17, 1995",3,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kyle Tucker,25,us US,L,R,"6' 4""",199,"Jan 17, 1997",5,150,148,150,147,0,0,0,0,0,0,0,0,147,147,3,2,0,5.2,,All-Star
José Urquidy,27,mx MX,R,R,"6' 0""",217,"May 1, 1995",4,29,28,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,
Framber Valdez,28,do DO,R,L,"5' 11""",239,"Nov 19, 1993",5,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,3.7,"$3,000,000",All-Star
Christian Vázquez,31,pr PR,R,R,"5' 9""",205,"Aug 21, 1990",8,35,24,35,30,0,30,0,0,0,0,0,0,0,0,1,8,0,-0.1,,
Justin Verlander,39,us US,R,R,"6' 5""",235,"Feb 20, 1983",17,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,5.9,"$25,000,000",All-Star
