Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Santiago Espinal,27,do DO,R,R,"5' 10""",185,"Nov 13, 1994",3,135,119,135,134,0,0,0,120,11,11,0,0,0,0,0,14,0,2.2,,All-Star
Bowden Francis,26,us US,R,R,"6' 5""",220,"Apr 22, 1996",1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Matt Gage,29,us US,L,L,"6' 3""",265,"Feb 11, 1993",1st,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,
Yimi Garcia,31,do DO,R,R,"6' 1""",230,"Aug 18, 1990",8,61,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0.6,"$4,500,000",
Kevin Gausman,31,us US,L,R,"6' 2""",205,"Jan 6, 1991",10,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,3,"$21,000,000",
Foster Griffin,26,us US,R,L,"6' 3""",225,"Jul 27, 1995",2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Vladimir Guerrero Jr.,23,ca CA,R,R,"6' 2""",245,"Mar 16, 1999",4,160,158,160,128,0,0,128,0,1,0,0,0,0,0,32,2,0,3.9,"$7,900,000",All-Star
Lourdes Gurriel Jr.,28,cu CU,R,R,"6' 4""",215,"Oct 10, 1993",5,121,119,121,108,0,0,8,0,0,0,105,0,0,105,13,2,0,2.2,"$4,928,572",
Thomas Hatch,27,us US,R,R,"6' 1""",195,"Sep 29, 1994",3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
Tyler Heineman,31,us US,B,R,"5' 10""",190,"Jun 19, 1991",3,10,6,10,9,0,9,0,0,0,0,0,0,0,0,1,0,1,0.1,,
Teoscar Hernández,29,do DO,R,R,"6' 2""",215,"Oct 15, 1992",7,131,128,131,119,0,0,0,0,0,0,8,0,117,119,10,3,0,2.8,"$10,650,000",
Danny Jansen,27,us US,R,R,"6' 2""",215,"Apr 15, 1995",5,72,61,72,63,0,63,0,0,0,0,0,0,0,0,3,5,1,2.9,"$1,950,000",
Gosuke Katoh,27,us US,L,R,"6' 1""",200,"Oct 8, 1994",1st,8,4,8,5,0,0,3,2,0,0,0,0,0,0,1,0,3,0.1,,
Anthony Kay,27,us US,L,L,"6' 0""",225,"Mar 21, 1995",4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Yusei Kikuchi,31,jp JP,L,L,"6' 0""",210,"Jun 17, 1991",4,32,20,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,"$16,000,000",
Alejandro Kirk,23,mx MX,R,R,"5' 8""",245,"Nov 6, 1998",3,139,123,139,78,0,78,0,0,0,0,0,0,0,0,51,16,0,3.9,,All-Star
Casey Lawrence,34,us US,R,R,"6' 0""",180,"Oct 28, 1987",3,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Otto Lopez,23,do DO,R,R,"5' 10""",185,"Oct 1, 1998",2,8,2,8,6,0,0,0,1,0,5,0,1,0,1,1,1,2,0.1,,
Alek Manoah,24,us US,R,R,"6' 6""",285,"Jan 9, 1998",2,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,5.9,,All-Star
Tim Mayza,30,us US,L,L,"6' 3""",215,"Jan 15, 1992",5,63,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0.6,"$1,250,000",
Whit Merrifield,33,us US,R,R,"6' 1""",195,"Jan 24, 1989",7,44,34,44,43,1,0,2,22,0,0,5,12,7,23,0,3,5,0.2,,
Julian Merryweather,30,us US,R,R,"6' 4""",215,"Oct 14, 1991",3,26,1,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,,
Gabriel Moreno,22,ve VE,R,R,"5' 11""",195,"Feb 14, 2000",1st,25,18,25,20,0,19,0,1,1,0,1,0,0,1,2,4,1,0.7,,
David Phelps,35,us US,R,R,"6' 2""",200,"Oct 9, 1986",10,65,1,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,
Zach Pop,25,ca CA,R,R,"6' 4""",220,"Sep 20, 1996",2,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,
Trevor Richards,29,us US,R,R,"6' 2""",205,"May 15, 1993",5,62,4,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,"$1,000,000",
Jordan Romano,29,ca CA,R,R,"6' 5""",210,"Apr 21, 1993",4,63,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,2.9,,All-Star
Sergio Romo,39,us US,R,R,"5' 11""",185,"Mar 4, 1983",15,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hyun Jin Ryu,35,kr KR,R,L,"6' 3""",250,"Mar 25, 1987",9,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$20,000,000",
Tayler Saucedo,29,us US,L,L,"6' 4""",205,"Jun 18, 1993",2,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
George Springer,32,us US,R,R,"6' 3""",220,"Sep 19, 1989",9,133,126,133,89,0,0,0,0,0,0,0,86,26,89,40,7,0,4,"$29,666,666",All-Star
Ross Stripling,32,us US,R,R,"6' 1""",215,"Nov 23, 1989",7,32,24,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.7,"$3,790,000",
Raimel Tapia,28,do DO,L,L,"6' 3""",175,"Feb 4, 1994",7,128,107,128,124,0,0,0,0,0,0,64,38,32,124,2,12,2,0.3,"$3,950,000",
Trent Thornton,28,us US,R,R,"6' 0""",190,"Sep 30, 1993",4,32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"$850,000",
Andrew Vasquez,28,us US,L,L,"6' 6""",235,"Sep 14, 1993",4,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Mitch White,27,us US,R,R,"6' 3""",210,"Dec 28, 1994",3,10,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,,
Bradley Zimmer,29,us US,L,R,"6' 4""",185,"Nov 27, 1992",6,100,23,100,90,0,0,0,0,0,0,0,88,2,90,2,8,17,-0.2,,
