Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
David McKay,27,us US,R,R,"6' 3""",205,"Mar 31, 1995",3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Frankie Montas,29,do DO,R,R,"6' 2""",255,"Mar 21, 1993",7,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,,
Jordan Montgomery,29,us US,L,L,"6' 6""",228,"Dec 27, 1992",6,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$6,000,000",
Wandy Peralta,30,do DO,L,L,"6' 0""",227,"Jul 27, 1991",7,56,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,1.1,"$2,150,000",
Oswald Peraza,22,ve VE,R,R,"6' 0""",200,"Jun 15, 2000",1st,18,14,18,15,0,0,0,4,0,12,0,0,0,0,0,2,2,0.6,,
Anthony Rizzo,32,us US,L,L,"6' 3""",240,"Aug 8, 1989",12,130,124,130,120,0,0,120,0,0,0,0,0,0,0,9,5,0,2.3,"$16,000,000",
Clarke Schmidt,26,us US,R,R,"6' 1""",200,"Feb 20, 1996",3,29,3,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,
JP Sears,26,us US,R,L,"5' 11""",180,"Feb 19, 1996",1st,7,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,
Luis Severino,28,do DO,R,R,"6' 2""",218,"Feb 20, 1994",7,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,1.6,"$11,500,000",
Giancarlo Stanton,32,us US,R,R,"6' 6""",245,"Nov 8, 1989",13,110,103,110,38,0,0,0,0,0,0,4,0,34,38,65,7,0,0.7,"$29,000,000",All-Star
Jameson Taillon,30,us US,R,R,"6' 5""",230,"Nov 18, 1991",6,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1.3,"$5,800,000",
Gleyber Torres,25,ve VE,R,R,"6' 1""",205,"Dec 13, 1996",5,140,131,140,125,0,0,0,124,0,6,0,0,0,0,9,9,0,4.1,"$6,250,000",
Jose Trevino,29,us US,R,R,"5' 10""",215,"Nov 28, 1992",5,115,90,115,112,0,112,0,0,0,0,0,0,0,0,1,7,1,2.3,,All-Star
Lou Trivino,30,us US,R,R,"6' 5""",235,"Oct 1, 1991",5,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.7,,
Ryan Weber,31,us US,R,R,"6' 1""",175,"Aug 12, 1990",8,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Greg Weissert,27,us US,R,R,"6' 2""",215,"Feb 4, 1995",1st,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
