Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Trevor Megill,28,us US,L,R,"6' 8""",250,"Dec 5, 1993",2,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,"$100,000",
Juan Minaya,31,do DO,R,R,"6' 4""",210,"Sep 18, 1990",6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$100,000",
Jose Miranda,24,pr PR,R,R,"6' 2""",210,"Jun 29, 1998",1st,125,116,125,105,0,0,77,0,34,0,0,0,0,0,21,4,1,1,,
Jovani Moran,25,pr PR,L,L,"6' 1""",167,"Apr 24, 1997",2,31,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,
Bailey Ober,26,us US,R,R,"6' 9""",260,"Jul 12, 1995",2,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,
Chris Paddack,26,us US,R,R,"6' 5""",217,"Jan 8, 1996",4,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Emilio Pagán,31,us US,L,R,"6' 2""",208,"May 7, 1991",6,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
Jermaine Palacios,25,ve VE,R,R,"6' 0""",145,"Jul 19, 1996",1st,30,18,30,27,2,0,1,12,1,14,0,0,0,0,0,2,3,-0.7,,
Jorge Polanco,28,do DO,B,R,"5' 11""",208,"Jul 5, 1993",9,104,103,104,99,0,0,0,97,0,6,0,0,0,0,5,1,0,2.8,"$5,500,000",
Dereck Rodríguez,30,us US,R,R,"6' 0""",208,"Jun 5, 1992",4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Jhon Romero,27,co CO,R,R,"5' 10""",195,"Jan 17, 1995",2,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Joe Ryan,26,us US,R,R,"6' 2""",205,"Jun 5, 1996",2,27,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,2.2,,
Aaron Sanchez,29,us US,R,R,"6' 4""",212,"Jul 1, 1992",8,8,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Gary Sanchez,29,do DO,R,R,"6' 2""",230,"Dec 2, 1992",8,128,112,128,92,0,91,1,0,0,0,0,0,0,0,33,11,0,0.9,"$9,000,000",
Cole Sands,24,us US,R,R,"6' 3""",215,"Jul 17, 1997",1st,11,3,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
Miguel Sanó,29,do DO,R,R,"6' 4""",272,"May 11, 1993",8,20,19,20,19,0,0,19,0,0,0,0,0,0,0,2,0,0,-0.8,"$9,250,000",
Devin Smeltzer,26,us US,R,L,"6' 3""",195,"Sep 7, 1995",4,15,12,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,
Joe Smith,38,us US,R,R,"6' 2""",211,"Mar 22, 1984",15,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,"$2,500,000",
Cody Stashak,28,us US,R,R,"6' 2""",180,"Jun 4, 1994",4,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Caleb Thielbar,35,us US,R,L,"6' 0""",205,"Jan 31, 1987",6,67,0,2,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"$1,300,000",
Tyler Thornburg,33,us US,R,R,"5' 11""",190,"Sep 29, 1988",9,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Gio Urshela,30,co CO,R,R,"6' 0""",215,"Oct 11, 1991",7,144,135,144,137,0,0,0,0,136,2,0,0,0,0,4,3,0,3.1,"$6,550,000",
Louie Varland,24,us US,L,R,"6' 1""",205,"Dec 9, 1997",1st,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,
Matt Wallner,24,us US,L,R,"6' 5""",220,"Dec 12, 1997",1st,18,17,18,16,0,0,0,0,0,0,0,0,16,16,1,1,0,-0.3,,
Josh Winder,25,us US,R,R,"6' 5""",210,"Oct 11, 1996",1st,15,11,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Simeon Woods Richardson,21,us US,R,R,"6' 3""",210,"Sep 27, 2000",1st,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
