Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Eguy Rosario,22,do DO,R,R,"5' 9""",150,"Aug 25, 1999",1st,7,0,7,5,0,0,0,0,4,2,0,0,0,0,1,5,1,0.1,,
Esteury Ruiz,23,do DO,R,R,"6' 0""",169,"Feb 15, 1999",1st,14,7,14,14,0,0,0,0,0,0,5,5,6,14,0,2,0,-0.4,,
Tayler Scott,30,za ZA,R,R,"6' 3""",185,"Jun 1, 1992",2,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
Blake Snell,29,us US,L,L,"6' 4""",225,"Dec 4, 1992",7,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,2,"$13,100,000",
Juan Soto,23,do DO,L,L,"6' 2""",224,"Oct 25, 1998",5,52,52,52,52,0,0,0,0,0,0,0,0,52,52,0,0,0,1.8,,
Craig Stammen,38,us US,R,R,"6' 2""",228,"Mar 9, 1984",13,33,1,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"$4,000,000",
Robert Suarez,31,ve VE,R,R,"6' 2""",210,"Mar 1, 1991",1st,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,1.4,,
Trayce Thompson,31,us US,R,R,"6' 3""",225,"Mar 15, 1991",6,6,4,6,6,0,0,0,0,0,0,1,0,6,6,0,2,0,-0.2,,
Kyle Tyler,25,us US,R,R,"6' 0""",185,"Dec 27, 1996",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Luke Voit,31,us US,R,R,"6' 2""",258,"Feb 13, 1991",6,82,79,82,11,0,0,11,0,0,0,0,0,0,0,69,3,0,0.7,"$5,450,000",
Ryan Weathers,22,us US,R,L,"6' 1""",230,"Dec 17, 1999",3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Steven Wilson,27,us US,R,R,"6' 3""",221,"Aug 24, 1994",1st,50,1,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,
