Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Oscar Mercado,27,co CO,R,R,"6' 2""",197,"Dec 16, 1994",4,54,32,54,50,0,0,0,0,0,0,12,4,36,50,1,4,6,-0.1,,
Owen Miller,25,us US,R,R,"5' 11""",195,"Nov 15, 1996",2,130,108,130,106,0,0,80,25,4,0,0,0,0,0,22,12,6,0.3,,
Eli Morgan,26,us US,R,R,"5' 10""",190,"May 13, 1996",2,50,1,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Cody Morris,25,us US,R,R,"6' 4""",205,"Nov 4, 1996",1st,7,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,
Bo Naylor,22,ca CA,L,R,"6' 0""",205,"Feb 21, 2000",1st,5,1,5,4,0,4,0,0,0,0,0,0,0,0,1,0,0,-0.2,,
Josh Naylor,25,ca CA,L,L,"5' 11""",250,"Jun 22, 1997",4,122,116,122,92,0,0,88,0,0,0,0,0,5,5,27,6,0,1.8,"$1,200,000",
Richie Palacios,25,us US,L,R,"5' 10""",180,"May 16, 1997",1st,54,30,54,26,0,0,0,2,0,0,25,0,0,25,11,22,1,-0.2,,
Konnor Pilkington,24,us US,L,L,"6' 3""",240,"Sep 12, 1997",1st,15,11,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Zach Plesac,27,us US,R,R,"6' 3""",220,"Jan 21, 1995",4,25,24,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,,
Cal Quantrill,27,ca CA,L,R,"6' 3""",195,"Feb 10, 1995",4,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1.9,"$2,510,000",
José Ramírez,29,do DO,B,R,"5' 9""",190,"Sep 17, 1992",10,157,157,157,127,0,0,0,0,127,0,0,0,0,0,30,0,0,6,"$22,000,000",All-Star
Yohan Ramirez,27,do DO,R,R,"6' 4""",212,"May 6, 1995",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Franmil Reyes,26,do DO,R,R,"6' 5""",265,"Jul 7, 1995",5,70,65,70,13,0,0,0,0,0,0,2,0,12,13,54,5,0,-0.9,"$4,550,000",
Amed Rosario,26,do DO,R,R,"6' 2""",190,"Nov 20, 1995",6,153,151,153,145,0,0,0,0,0,140,6,0,0,6,6,2,0,4.2,"$4,950,000",
Nick Sandlin,25,us US,R,R,"5' 11""",175,"Jan 10, 1997",2,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,1.1,,
Bryan Shaw,34,us US,B,R,"6' 1""",226,"Nov 8, 1987",12,60,2,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,"$3,000,000",
Trevor Stephan,26,us US,R,R,"6' 5""",225,"Nov 25, 1995",2,66,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Myles Straw,27,us US,R,R,"5' 10""",178,"Oct 17, 1994",5,152,144,152,152,0,0,0,0,0,0,0,152,0,152,0,3,1,2.7,"$1,650,000",
Tanner Tully,27,us US,L,L,"6' 2""",205,"Nov 30, 1994",1st,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Alex Young,28,us US,L,L,"6' 3""",220,"Sep 9, 1993",4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
