Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Anthony Misiewicz,27,us US,R,L,"6' 1""",196,"Nov 1, 1994",3,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dylan Moore,29,us US,R,R,"6' 0""",205,"Aug 2, 1992",4,104,64,104,101,0,0,8,12,2,26,18,7,39,61,3,16,10,1.4,"$1,350,000",
Andrés Muñoz,23,mx MX,R,R,"6' 2""",222,"Jan 16, 1999",3,64,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,
Penn Murfee,28,us US,R,R,"6' 2""",195,"May 2, 1994",1st,64,1,1,64,64,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Tom Murphy,31,us US,R,R,"6' 1""",206,"Apr 3, 1991",7,14,11,14,12,0,12,0,0,0,0,0,0,0,0,1,2,0,0.5,"$1,575,000",
Riley O'Brien,27,us US,R,R,"6' 4""",180,"Feb 6, 1995",2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Brian O'Keefe,28,us US,R,R,"6' 1""",210,"Jul 15, 1993",1st,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,
Kevin Padlo,25,us US,R,R,"6' 2""",210,"Jul 15, 1996",2,6,2,6,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,,
Cal Raleigh,25,us US,B,R,"6' 3""",235,"Nov 26, 1996",2,119,100,119,115,0,115,0,0,0,0,0,0,0,0,1,16,0,3.8,,
Yohan Ramirez,27,do DO,R,R,"6' 4""",212,"May 6, 1995",3,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
Robbie Ray,30,us US,L,L,"6' 2""",225,"Oct 1, 1991",9,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.1,"$21,000,000",
Julio Rodríguez,21,do DO,R,R,"6' 3""",228,"Dec 29, 2000",1st,132,131,132,130,0,0,0,0,0,0,0,130,0,130,1,1,0,6.2,"$700,000",All-Star
Sergio Romo,39,us US,R,R,"5' 11""",185,"Mar 4, 1983",15,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,"$2,000,000",
Carlos Santana,36,do DO,B,R,"5' 11""",215,"Apr 8, 1986",13,79,70,79,34,0,0,34,0,0,0,0,0,1,1,40,7,1,0.5,,
Paul Sewald,32,us US,R,R,"6' 3""",219,"May 26, 1990",6,65,0,3,65,65,0,0,0,0,0,0,0,0,0,0,0,0,1.6,"$1,735,000",
Justus Sheffield,26,us US,L,L,"5' 10""",224,"May 13, 1996",5,6,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Steven Souza Jr.,33,us US,R,R,"6' 4""",225,"Apr 24, 1989",8,6,6,6,5,0,0,0,0,0,0,0,0,5,5,1,0,0,-0.3,,
Drew Steckenrider,31,us US,R,R,"6' 4""",235,"Jan 10, 1991",5,16,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$3,100,000",
Eugenio Suárez,30,ve VE,R,R,"5' 11""",213,"Jul 18, 1991",9,150,147,150,130,0,0,0,0,130,0,0,0,0,0,19,3,0,3.9,,
Erik Swanson,28,us US,R,R,"6' 3""",225,"Sep 4, 1993",4,57,1,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,1.8,,
Abraham Toro,25,ca CA,B,R,"6' 0""",223,"Dec 20, 1996",4,109,82,109,86,0,0,1,55,31,0,0,0,1,1,22,14,5,-0.8,,
Luis Torrens,26,ve VE,R,R,"6' 0""",217,"May 2, 1996",5,57,44,55,46,2,42,0,2,0,0,0,0,0,0,9,8,0,0,,
Taylor Trammell,24,us US,L,L,"6' 2""",220,"Sep 13, 1997",2,43,35,43,41,0,0,0,0,0,0,3,7,34,41,2,3,3,0.3,,
Justin Upton,34,us US,R,R,"6' 1""",215,"Aug 25, 1987",16,17,15,17,6,0,0,0,0,0,0,2,0,4,6,11,2,0,-0.3,,
Donovan Walton,28,us US,L,R,"5' 10""",190,"May 25, 1994",4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,
Marcus Wilson,25,us US,R,R,"6' 2""",198,"Aug 15, 1996",1st,3,1,3,2,0,0,0,0,0,0,0,1,2,2,1,1,1,0,,
Jesse Winker,28,us US,L,L,"6' 2""",230,"Aug 17, 1993",6,136,128,136,118,0,0,0,0,0,0,118,0,0,118,18,5,0,-0.3,"$6,250,000",
Danny Young,28,us US,L,L,"6' 3""",200,"May 27, 1994",1st,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
