Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Liam Hendriks,33,au AU,R,R,"6' 0""",235,"Feb 10, 1989",12,58,0,1,58,58,0,0,0,0,0,0,0,0,0,0,0,0,1.7,"$13,333,334",All-Star
Eloy Jiménez,25,do DO,R,R,"6' 4""",240,"Nov 27, 1996",4,84,80,84,30,0,0,0,0,0,0,30,0,0,30,50,4,0,1.7,"$7,333,333",
Joe Kelly,34,us US,R,R,"6' 1""",174,"Jun 9, 1988",11,43,1,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,"$7,000,000",
Dallas Keuchel,34,us US,L,L,"6' 2""",205,"Jan 1, 1988",11,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,"$18,000,000",
Michael Kopech,26,us US,R,R,"6' 3""",210,"Apr 30, 1996",3,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,2.2,,
Jimmy Lambert,27,us US,R,R,"6' 2""",190,"Nov 18, 1994",3,42,2,1,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,
Reynaldo López,28,do DO,R,R,"6' 1""",225,"Jan 4, 1994",7,61,1,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0,1.5,"$2,625,000",
Lance Lynn,35,us US,B,R,"6' 5""",270,"May 12, 1987",11,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,
Davis Martin,25,us US,L,R,"6' 2""",200,"Jan 4, 1997",1st,14,9,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Reese McGuire,27,us US,L,R,"6' 0""",218,"Mar 2, 1995",5,53,45,53,52,0,52,0,0,0,0,0,0,0,0,1,1,2,0,,
Danny Mendick,28,us US,R,R,"5' 10""",195,"Sep 28, 1993",4,31,26,31,31,0,0,0,6,2,22,1,0,0,1,0,0,1,0.5,,
Yoán Moncada,27,cu CU,B,R,"6' 2""",225,"May 27, 1995",7,104,98,104,101,0,0,0,0,101,0,0,0,0,0,0,4,0,0.9,"$13,800,000",
Mark Payton,30,us US,L,L,"5' 8""",180,"Dec 7, 1991",3,8,6,8,8,0,0,0,0,0,0,6,1,3,8,0,1,0,-0.1,,
Carlos Pérez,25,ve VE,R,R,"5' 11""",205,"Sep 10, 1996",1st,7,5,7,6,0,6,0,0,0,0,0,0,0,0,0,1,1,-0.2,,
AJ Pollock,34,us US,R,R,"6' 1""",210,"Dec 5, 1987",11,138,123,138,137,0,0,0,0,0,0,107,37,14,137,0,2,5,0.4,,
Luis Robert,24,cu CU,R,R,"6' 2""",220,"Aug 3, 1997",3,98,92,98,91,0,0,0,0,0,0,0,91,0,91,4,0,5,2.1,"$6,000,000",
José Ruiz,27,ve VE,R,R,"6' 1""",245,"Oct 21, 1994",6,63,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Anderson Severino,27,do DO,L,L,"5' 10""",190,"Sep 17, 1994",1st,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gavin Sheets,26,us US,L,L,"6' 5""",230,"Apr 23, 1996",2,124,104,124,100,0,0,13,0,0,0,3,0,85,88,15,18,0,-0.5,,
Lenyn Sosa,22,ve VE,R,R,"6' 0""",180,"Jan 25, 2000",1st,11,9,11,11,0,0,0,6,0,5,0,0,0,0,1,1,0,-0.5,,
Bennett Sousa,27,us US,L,L,"6' 3""",220,"Apr 6, 1995",1st,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,-1,,
Andrew Vaughn,24,us US,R,R,"6' 0""",215,"Apr 3, 1998",2,134,130,134,104,0,0,23,2,0,0,44,0,45,84,29,3,1,-0.2,,
Vince Velasquez,30,us US,R,R,"6' 3""",212,"Jun 7, 1992",8,27,9,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$3,000,000",
Seby Zavala,28,us US,R,R,"5' 11""",205,"Aug 28, 1993",3,61,49,61,59,0,58,2,0,0,0,0,0,0,0,2,6,0,1,,
