Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Garrett Cooper,31,us US,R,R,"6' 5""",235,"Dec 25, 1990",6,119,112,119,59,0,0,59,0,0,0,0,0,0,0,56,6,0,1,"$2,500,000",All-Star
Bryan De La Cruz,25,do DO,R,R,"6' 2""",175,"Dec 16, 1996",2,115,87,115,106,0,0,0,0,0,0,39,42,41,106,7,8,6,0.6,,
Lewin Díaz,25,do DO,L,L,"6' 4""",225,"Nov 19, 1996",3,58,48,58,56,0,0,56,0,0,0,0,0,0,0,2,1,0,-0.5,,
Joe Dunand,26,us US,R,R,"6' 2""",205,"Sep 20, 1995",1st,3,2,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0.2,,
Jerar Encarnacion,24,do DO,R,R,"6' 4""",250,"Oct 22, 1997",1st,23,21,23,20,0,0,0,0,0,0,10,0,10,20,2,0,1,-0.1,,
Jake Fishman,27,us US,L,L,"6' 3""",195,"Feb 8, 1995",1st,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Dylan Floro,31,us US,L,R,"6' 2""",203,"Dec 27, 1990",7,56,0,1,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"$3,000,000",
Nick Fortes,25,us US,R,R,"5' 11""",198,"Nov 11, 1996",2,72,59,72,60,0,59,1,0,0,0,0,0,0,0,13,8,3,1.3,,
Avisaíl García,31,ve VE,R,R,"6' 4""",250,"Jun 12, 1991",11,98,94,98,86,0,0,0,0,0,0,0,0,86,86,11,3,0,-1.1,"$12,000,000",
Braxton Garrett,24,us US,R,L,"6' 2""",202,"Aug 5, 1997",3,17,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,1.3,,
Erik González,30,do DO,R,R,"6' 3""",205,"Aug 31, 1991",7,16,9,16,16,0,0,1,2,7,8,0,0,0,0,0,0,0,0.2,"$100,000",
Jordan Groshans,22,us US,R,R,"6' 3""",200,"Nov 10, 1999",1st,17,17,17,17,0,0,0,0,17,0,0,0,0,0,0,0,0,-0.1,,
Billy Hamilton,31,us US,R,R,"6' 0""",160,"Sep 9, 1990",10,20,4,20,13,0,0,0,2,1,0,6,5,0,11,3,0,13,0,,
Louis Head,32,us US,R,R,"6' 1""",180,"Apr 23, 1990",2,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Payton Henry,25,us US,R,R,"6' 2""",229,"Jun 24, 1997",2,15,11,15,15,0,15,0,0,0,0,0,0,0,0,0,1,0,-0.1,,
Elieser Hernandez,27,ve VE,R,R,"6' 0""",214,"May 3, 1995",5,20,10,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,"$1,325,000",
Bryan Hoeing,25,us US,R,R,"6' 6""",210,"Oct 19, 1996",1st,8,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,,
Jordan Holloway,26,us US,R,R,"6' 6""",230,"Jun 13, 1996",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A.J. Ladwig,29,us US,R,R,"6' 5""",220,"Dec 24, 1992",1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Charles Leblanc,26,ca CA,R,R,"6' 3""",195,"Jun 3, 1996",1st,48,42,48,45,0,0,8,26,13,0,0,0,0,0,2,5,1,0.7,,
Pablo López,26,ve VE,L,R,"6' 4""",225,"Mar 7, 1996",5,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,3,"$2,450,000",
Jesús Luzardo,24,pe PE,L,L,"6' 0""",218,"Sep 30, 1997",4,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,,
Max Meyer,23,us US,L,R,"6' 0""",196,"Mar 12, 1999",1st,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Tommy Nance,31,us US,R,R,"6' 6""",235,"Mar 19, 1991",2,35,2,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Andrew Nardi,23,us US,L,L,"6' 3""",215,"Aug 18, 1998",1st,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,,
Nick Neidert,25,us US,R,R,"6' 1""",202,"Nov 20, 1996",3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Steven Okert,30,us US,L,L,"6' 2""",202,"Jul 9, 1991",5,60,0,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,
Zach Pop,25,ca CA,R,R,"6' 4""",220,"Sep 20, 1996",2,18,0,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Cody Poteet,27,us US,R,R,"6' 1""",190,"Jul 30, 1994",2,12,2,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Trevor Rogers,24,us US,L,L,"6' 5""",217,"Nov 13, 1997",3,23,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,,
Miguel Rojas,33,ve VE,R,R,"6' 0""",188,"Feb 24, 1989",9,140,132,140,140,0,0,10,0,0,136,0,0,0,0,0,3,1,2.5,"$5,000,000",
Jesús Sánchez,24,do DO,L,R,"6' 3""",222,"Oct 7, 1997",3,98,86,98,91,0,0,0,0,0,0,12,78,1,91,2,7,1,1,,
Tanner Scott,27,us US,R,L,"6' 0""",235,"Jul 22, 1994",6,67,0,3,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jorge Soler,30,cu CU,R,R,"6' 4""",235,"Feb 25, 1992",9,72,70,72,57,0,0,0,0,0,0,57,0,0,57,14,2,0,0.4,"$12,000,000",
Jacob Stallings,32,us US,R,R,"6' 5""",225,"Dec 22, 1989",7,114,104,114,110,0,110,0,0,0,0,0,0,0,0,1,3,0,-0.7,"$2,450,000",
Cole Sulser,32,us US,R,R,"6' 1""",190,"Mar 12, 1990",4,39,0,1,39,39,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Joey Wendle,32,us US,L,R,"6' 1""",195,"Apr 26, 1990",7,101,85,101,96,0,0,0,33,43,34,0,0,0,0,1,11,1,2.4,"$4,550,000",
Luke Williams,25,us US,R,R,"6' 1""",186,"Aug 9, 1996",2,71,33,71,60,0,0,1,14,23,0,25,0,0,25,6,2,22,-0.1,,
Jimmy Yacabonis,30,us US,R,R,"6' 3""",225,"Mar 21, 1992",5,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
Aneurys Zabala,25,do DO,R,R,"6' 3""",259,"Dec 21, 1996",1st,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
