Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Nick Pratto,23,us US,L,L,"6' 1""",215,"Oct 6, 1998",1st,49,46,49,48,0,0,43,0,0,0,7,0,1,8,0,2,0,-0.1,,
Emmanuel Rivera,26,pr PR,R,R,"6' 2""",225,"Jun 29, 1996",2,63,53,63,58,0,0,1,0,57,0,0,0,0,0,2,7,0,0.8,,
Sebastian Rivero,23,ve VE,R,R,"6' 1""",210,"Nov 16, 1998",2,17,7,17,17,0,17,0,0,0,0,0,0,0,0,0,0,1,-0.2,,
Brent Rooker,27,us US,R,R,"6' 4""",225,"Nov 1, 1994",3,14,7,14,6,0,0,0,0,0,0,6,0,1,6,5,7,0,-0.2,,
Carlos Santana,36,do DO,B,R,"5' 11""",215,"Apr 8, 1986",13,52,51,52,42,0,0,42,0,0,0,0,0,0,0,10,1,0,0.7,"$10,500,000",
Brady Singer,25,us US,R,R,"6' 5""",215,"Aug 4, 1996",3,27,24,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,4.5,,
Collin Snider,26,us US,R,R,"6' 4""",195,"Oct 10, 1995",1st,42,0,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Gabe Speier,27,us US,L,L,"5' 11""",200,"Apr 12, 1995",4,17,1,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0.7,,
Josh Staumont,28,us US,R,R,"6' 3""",200,"Dec 21, 1993",4,42,0,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,,
Michael A. Taylor,31,us US,R,R,"6' 4""",215,"Mar 26, 1991",9,124,115,124,123,1,0,0,0,0,0,0,123,0,123,1,6,2,3.2,"$4,500,000",
Arodys Vizcaíno,31,do DO,R,R,"6' 0""",245,"Nov 13, 1990",8,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Drew Waters,23,us US,B,R,"6' 2""",185,"Dec 30, 1998",1st,32,28,32,31,0,0,0,0,0,0,4,12,17,31,1,0,2,0.3,,
Luke Weaver,28,us US,R,R,"6' 2""",183,"Aug 21, 1993",7,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Bobby Witt,22,us US,R,R,"6' 1""",200,"Jun 14, 2000",1st,150,148,150,148,0,0,0,0,55,98,0,0,0,0,2,1,1,0.8,,
Angel Zerpa,22,ve VE,L,L,"6' 0""",220,"Sep 27, 1999",2,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,
