Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Kevin Ginkel,28,us US,L,R,"6' 4""",235,"Mar 24, 1994",4,30,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Grayson Greiner,29,us US,R,R,"6' 6""",238,"Oct 11, 1992",5,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"$100,000",
Jake Hager,29,us US,R,R,"6' 1""",170,"Mar 4, 1993",2,28,17,28,26,3,0,0,16,7,4,0,0,0,0,2,0,2,-0.1,,
Tommy Henry,24,us US,L,L,"6' 3""",205,"Jul 29, 1997",1st,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Yonny Hernandez,24,ve VE,B,R,"5' 9""",140,"May 4, 1998",2,12,6,12,11,0,0,0,2,10,0,0,0,0,0,0,2,0,0,,
Jose Herrera,25,ve VE,B,R,"5' 10""",217,"Feb 24, 1997",1st,47,42,47,46,0,46,0,0,0,0,0,0,0,0,1,1,0,-0.3,,
Tyler Holton,26,us US,L,L,"6' 2""",200,"Jun 13, 1996",1st,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Cooper Hummel,27,us US,B,R,"5' 10""",198,"Nov 28, 1994",1st,66,43,66,41,0,18,0,0,0,0,21,0,2,23,17,20,0,-0.3,,
Drey Jameson,24,us US,R,R,"6' 0""",165,"Aug 17, 1997",1st,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.3,,
Carson Kelly,27,us US,R,R,"6' 2""",212,"Jul 14, 1994",7,104,88,104,101,4,100,0,0,0,0,0,0,0,0,2,7,0,0.8,"$3,325,000",
Merrill Kelly,33,us US,R,R,"6' 2""",202,"Oct 14, 1988",4,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,3.6,"$5,250,000",
Buddy Kennedy,23,us US,R,R,"6' 1""",190,"Oct 5, 1998",1st,30,25,30,24,0,0,0,22,2,0,0,0,0,0,3,3,1,0,,
Ian Kennedy,37,us US,R,R,"6' 0""",210,"Dec 19, 1984",16,57,0,1,57,57,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,"$4,750,000",
Dallas Keuchel,34,us US,L,L,"6' 2""",205,"Jan 1, 1988",11,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,,
Jordan Luplow,28,us US,R,R,"6' 1""",195,"Sep 26, 1993",6,83,51,83,64,0,0,1,0,1,0,22,5,41,63,7,27,0,0.1,"$1,400,000",
Joe Mantiply,31,us US,R,L,"6' 4""",219,"Mar 1, 1991",5,69,0,1,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,All-Star
Ketel Marte,28,do DO,B,R,"6' 1""",210,"Oct 12, 1993",8,137,128,137,94,0,0,0,94,0,0,0,0,0,0,38,9,0,1.5,"$8,400,000",
Corbin Martin,26,us US,R,R,"6' 2""",225,"Dec 28, 1995",3,7,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Jake McCarthy,24,us US,L,L,"6' 2""",215,"Jul 30, 1997",2,99,82,99,82,0,0,0,0,0,0,32,12,47,82,12,9,3,2.4,,
Mark Melancon,37,us US,R,R,"6' 1""",215,"Mar 28, 1985",14,62,0,2,62,62,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,"$6,000,000",
Keynan Middleton,28,us US,R,R,"6' 3""",215,"Sep 12, 1993",6,18,0,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,"$100,000",
Reyes Moronta,29,do DO,R,R,"5' 10""",265,"Jan 6, 1993",5,17,0,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Kyle Nelson,25,us US,L,L,"6' 1""",175,"Jul 8, 1996",3,43,1,2,43,43,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Ryne Nelson,24,us US,R,R,"6' 3""",184,"Feb 1, 1998",1st,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,
Matt Peacock,28,us US,R,R,"6' 1""",185,"Feb 27, 1994",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
David Peralta,34,ve VE,L,L,"6' 1""",210,"Aug 14, 1987",9,87,71,87,75,0,0,0,0,0,0,75,0,0,75,4,16,0,0.9,"$7,500,000",
Geraldo Perdomo,22,do DO,B,R,"6' 2""",203,"Oct 22, 1999",2,148,138,148,147,0,0,0,2,6,140,0,0,0,0,0,1,2,0.7,,
Oliver Pérez,40,mx MX,L,L,"6' 3""",225,"Aug 15, 1981",20,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,,
Sean Poppen,28,us US,R,R,"6' 3""",210,"Mar 15, 1994",4,29,0,2,29,29,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Noé Ramirez,32,us US,R,R,"6' 3""",205,"Dec 22, 1989",8,55,0,1,55,55,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,"$1,250,000",
Emmanuel Rivera,26,pr PR,R,R,"6' 2""",225,"Jun 29, 1996",2,39,35,39,32,0,0,4,0,29,0,0,0,0,0,6,3,0,0.8,,
Josh Rojas,28,us US,L,R,"6' 1""",207,"Jun 30, 1994",4,125,115,125,116,0,0,0,26,90,0,0,0,0,0,5,7,0,3.2,,
Caleb Smith,30,us US,R,L,"6' 0""",207,"Jul 28, 1991",6,44,1,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$2,000,000",
Pavin Smith,26,us US,L,L,"6' 2""",208,"Feb 6, 1996",3,75,66,75,53,0,0,10,0,0,0,0,0,43,43,22,9,0,0.4,,
Alek Thomas,22,us US,L,L,"5' 11""",175,"Apr 28, 2000",1st,113,102,113,112,0,0,0,0,0,0,0,112,0,112,0,3,0,1.4,,
Edwin Uceta,24,do DO,R,R,"6' 0""",155,"Jan 9, 1998",2,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Daulton Varsho,25,us US,L,R,"5' 10""",207,"Jul 2, 1996",3,151,136,151,136,0,31,0,0,0,0,0,54,71,114,15,9,0,4.9,,
Christian Walker,31,us US,R,R,"6' 0""",208,"Mar 28, 1991",8,160,157,160,150,0,0,150,0,0,0,0,0,0,0,11,1,0,5.1,"$2,600,000",
Luke Weaver,28,us US,R,R,"6' 2""",183,"Aug 21, 1993",7,13,1,1,12,12,0,0,0,0,0,0,0,0,0,1,0,1,-0.4,"$2,875,000",
J.B. Wendelken,29,us US,R,R,"6' 1""",242,"Mar 24, 1993",6,29,0,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$835,000",
Taylor Widener,27,us US,L,R,"6' 0""",203,"Oct 24, 1994",3,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
