Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Christopher Morel,23,do DO,R,R,"5' 11""",145,"Jun 24, 1999",1st,113,105,113,110,0,0,0,33,18,13,1,57,0,58,3,2,3,1.4,,
Sean Newcomb,29,us US,L,L,"6' 5""",255,"Jun 12, 1993",6,17,1,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,,
Daniel Norris,29,us US,L,L,"6' 2""",207,"Apr 25, 1993",9,27,1,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,"$1,750,000",
Rafael Ortega,31,ve VE,L,R,"5' 11""",180,"May 15, 1991",6,118,85,118,93,0,0,0,0,0,0,11,67,19,93,23,22,2,0.3,,
Nicholas Padilla,25,us US,R,R,"6' 2""",220,"Dec 24, 1996",1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Esteban Quiroz,30,mx MX,L,R,"5' 6""",199,"Feb 17, 1992",1st,14,10,14,12,0,0,0,12,0,0,0,0,0,0,0,3,0,0.4,,
Franmil Reyes,26,do DO,R,R,"6' 5""",265,"Jul 7, 1995",5,48,47,48,2,1,0,0,0,0,0,0,0,1,1,46,1,0,0,,
Alfonso Rivas,25,us US,L,L,"5' 11""",190,"Sep 13, 1996",2,101,73,101,95,0,0,92,0,0,0,2,0,1,3,4,13,1,0.5,,
Ethan Roberts,24,us US,R,R,"5' 10""",180,"Jul 4, 1997",1st,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,
David Robertson,37,us US,R,R,"5' 11""",195,"Apr 9, 1985",14,36,0,2,36,36,0,0,0,0,0,0,0,0,0,0,0,0,1.9,"$3,500,000",
Manuel Rodríguez,25,mx MX,R,R,"5' 11""",210,"Aug 6, 1996",2,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Michael Rucker,28,us US,R,R,"6' 1""",195,"Apr 27, 1994",2,41,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,
Adrian Sampson,30,us US,R,R,"6' 2""",210,"Oct 7, 1991",5,21,19,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,2.1,"$100,000",
Frank Schwindel,30,us US,R,R,"6' 1""",220,"Jun 29, 1992",3,75,69,75,49,3,0,48,0,0,0,0,0,0,0,26,6,0,-1.1,,
Andrelton Simmons,32,cw CW,R,R,"6' 2""",195,"Sep 4, 1989",11,35,22,34,33,1,0,0,18,0,18,0,0,0,0,2,0,2,-0.2,"$4,000,000",
Drew Smyly,33,us US,L,L,"6' 2""",188,"Jun 13, 1989",9,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1.9,"$4,250,000",
Locke St. John,29,us US,L,L,"6' 3""",180,"Jan 31, 1993",2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Justin Steele,26,us US,L,L,"6' 2""",205,"Jul 11, 1995",2,24,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,2,,
Eric Stout,29,us US,L,L,"6' 3""",205,"Mar 27, 1993",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Marcus Stroman,31,us US,R,R,"5' 7""",180,"May 1, 1991",8,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,2.6,"$25,000,000",
Seiya Suzuki,27,jp JP,R,R,"5' 11""",182,"Aug 18, 1994",1st,111,105,111,106,0,0,0,0,0,0,0,0,106,106,1,5,0,2,"$8,000,000",
Matt Swarmer,28,us US,R,R,"6' 5""",195,"Sep 25, 1993",1st,11,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,
Keegan Thompson,27,us US,R,R,"6' 1""",210,"Mar 13, 1995",2,29,17,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,
Erich Uelmen,26,us US,R,R,"6' 3""",195,"May 19, 1996",1st,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
Ildemaro Vargas,30,ve VE,B,R,"6' 0""",195,"Jul 16, 1991",6,10,6,10,9,0,0,0,3,0,6,0,0,0,0,0,1,1,-0.1,"$100,000",
Nelson Velázquez,23,pr PR,R,R,"6' 0""",190,"Dec 26, 1998",1st,77,47,77,67,0,0,0,0,0,0,14,32,23,67,6,15,6,-0.6,,
Jonathan Villar,31,do DO,B,R,"6' 0""",233,"May 2, 1991",10,46,39,46,41,0,0,0,29,15,2,0,0,0,0,1,3,2,-0.6,"$4,500,000",
Hayden Wesneski,24,us US,R,R,"6' 3""",210,"Dec 5, 1997",1st,6,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,
Rowan Wick,29,ca CA,L,R,"6' 3""",234,"Nov 9, 1992",5,64,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Patrick Wisdom,30,us US,R,R,"6' 2""",220,"Aug 27, 1991",5,134,127,134,131,0,0,18,0,105,0,5,2,7,14,3,4,1,0.9,,
Jared Young,26,ca CA,L,R,"6' 2""",185,"Jul 9, 1995",1st,6,5,6,3,0,0,2,0,0,0,0,0,1,1,3,1,0,0.1,,
