Name,Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,
Robinson Chirinos,38,ve VE,R,R,"6' 1""",220,"Jun 5, 1984",11,67,63,67,66,0,66,0,0,0,0,0,0,0,0,0,1,0,0.1,"$900,000",
Yusniel Diaz,25,cu CU,R,R,"6' 1""",215,"Oct 7, 1996",1st,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,
Marcos Diplán,25,do DO,R,R,"6' 0""",200,"Sep 18, 1996",2,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$100,000",
Chris Ellis,29,us US,L,R,"6' 5""",205,"Sep 22, 1992",3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$100,000",
Paul Fry,29,us US,L,L,"6' 0""",205,"Jul 26, 1992",5,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"$850,000",
Rico Garcia,28,us US,R,R,"5' 9""",201,"Jan 10, 1994",3,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Logan Gillaspie,25,us US,R,R,"6' 2""",215,"Apr 17, 1997",1st,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Kelvin Gutiérrez,27,do DO,R,R,"6' 2""",215,"Aug 28, 1994",4,12,8,12,10,0,0,0,0,10,0,0,0,0,0,1,4,0,-0.2,,
DL Hall,23,us US,L,L,"6' 2""",210,"Sep 19, 1998",1st,11,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Austin Hays,26,us US,R,R,"5' 11""",200,"Jul 5, 1995",5,145,139,145,141,0,0,0,0,0,0,86,6,58,141,4,1,1,2.3,,
Louis Head,32,us US,R,R,"6' 1""",180,"Apr 23, 1990",2,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Gunnar Henderson,21,us US,L,R,"6' 3""",220,"Jun 29, 2001",1st,34,30,34,30,0,0,0,3,24,7,0,0,0,0,4,4,0,0.9,,
Joey Krehbiel,29,us US,R,R,"6' 3""",250,"Dec 20, 1992",3,56,0,1,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Dean Kremer,26,us US,R,R,"6' 2""",210,"Jan 7, 1996",3,22,21,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2.8,,
Travis Lakins Sr.,28,us US,R,R,"6' 1""",220,"Jun 29, 1994",4,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
Jorge López,29,pr PR,R,R,"6' 3""",200,"Feb 10, 1993",7,44,0,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0,1.9,"$1,500,000",All-Star
Zac Lowther,26,us US,L,L,"6' 2""",235,"Apr 30, 1996",2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,
Jordan Lyles,31,us US,R,R,"6' 5""",230,"Oct 19, 1990",12,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1,"$6,000,000",
Trey Mancini,30,us US,R,R,"6' 3""",230,"Mar 18, 1992",6,92,91,92,40,0,0,29,0,0,0,3,0,10,13,51,1,0,1.9,"$7,500,000",
Richie Martin,27,us US,R,R,"6' 0""",190,"Dec 22, 1994",3,13,9,13,11,0,0,0,10,0,2,0,0,0,0,1,1,1,0,,
Jorge Mateo,27,do DO,R,R,"6' 1""",200,"Jun 23, 1995",3,150,142,150,149,0,0,0,0,0,149,0,0,0,0,0,2,5,3.4,,
Ryan McKenna,25,us US,R,R,"5' 11""",195,"Feb 14, 1997",2,105,43,104,87,2,0,0,0,0,0,39,21,31,86,8,13,18,0.2,,
John Means,29,us US,L,L,"6' 4""",230,"Apr 24, 1993",5,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"$2,950,000",
Ryan Mountcastle,25,us US,R,R,"6' 4""",220,"Feb 18, 1997",3,145,144,145,124,0,0,124,0,0,0,0,0,0,0,21,1,0,1.3,,
Cedric Mullins,27,us US,L,L,"5' 9""",175,"Oct 1, 1994",5,156,144,156,150,0,0,0,0,0,0,0,150,0,150,4,8,0,3.8,,
Tyler Nevin,25,us US,R,R,"6' 4""",225,"May 29, 1997",2,58,53,58,55,0,0,8,0,44,0,2,0,1,3,3,0,0,-0.4,,
Rougned Odor,28,ve VE,L,R,"5' 11""",200,"Feb 3, 1994",9,135,113,135,129,0,0,0,129,2,0,0,0,0,0,1,18,0,-0.4,,
Chris Owings,30,us US,R,R,"5' 10""",185,"Aug 12, 1991",10,27,19,26,22,1,0,0,11,2,8,1,0,0,1,0,5,2,-0.5,"$700,000",
Cionel Pérez,26,cu CU,R,L,"6' 0""",175,"Apr 21, 1996",5,66,0,2,66,66,0,0,0,0,0,0,0,0,0,0,0,0,2.8,,
Brett Phillips,28,us US,L,R,"6' 0""",195,"May 30, 1994",6,8,4,8,6,0,0,0,0,0,0,4,0,2,6,1,1,2,-0.1,,
Jake Reed,29,us US,R,R,"6' 2""",195,"Sep 29, 1992",2,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,
Denyi Reyes,25,do DO,R,R,"6' 4""",255,"Nov 2, 1996",1st,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Adley Rutschman,24,us US,B,R,"6' 2""",230,"Feb 6, 1998",1st,113,107,113,93,0,93,0,0,0,0,0,0,0,0,23,6,0,5.2,,
Anthony Santander,27,ve VE,B,R,"6' 2""",230,"Oct 19, 1994",6,152,150,152,119,0,0,0,0,0,0,38,0,84,119,34,1,0,2.1,"$3,150,000",
Cody Sedlock,27,us US,R,R,"6' 4""",220,"Jun 19, 1995",1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,
DJ Stewart,28,us US,L,R,"6' 0""",210,"Nov 30, 1993",5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,
Kyle Stowers,24,us US,L,L,"6' 3""",215,"Jan 2, 1998",1st,34,24,34,25,0,0,0,0,0,0,13,0,12,25,6,6,2,-0.1,,
Beau Sulser,28,us US,R,R,"6' 2""",195,"May 5, 1994",1st,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Dillon Tate,28,us US,R,R,"6' 2""",190,"May 1, 1994",4,67,0,2,67,67,0,0,0,0,0,0,0,0,0,0,0,0,1.3,,
Ramón Urías,28,mx MX,R,R,"5' 10""",185,"Jun 3, 1994",3,118,109,118,114,0,0,0,21,98,8,0,0,0,0,2,6,1,3.6,,
Terrin Vavra,25,us US,L,R,"6' 0""",185,"May 12, 1997",1st,40,27,40,27,0,0,0,15,0,0,11,0,1,12,8,7,2,0.1,,
Nick Vespi,26,us US,L,L,"6' 3""",235,"Oct 10, 1995",1st,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Austin Voth,30,us US,R,R,"6' 2""",215,"Jun 26, 1992",5,22,17,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1.8,,
Spenser Watkins,29,us US,R,R,"6' 2""",195,"Aug 27, 1992",2,23,20,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,
Alex Wells,25,au AU,L,L,"6' 1""",195,"Feb 27, 1997",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tyler Wells,27,us US,R,R,"6' 8""",260,"Aug 26, 1994",2,23,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,
Bruce Zimmermann,27,us US,L,L,"6' 1""",220,"Feb 9, 1995",3,15,13,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,,
